ID,lexeme,parse,root,lexical category,topic,Level,English,ex sh1,ex se1,ex sh2,ex se2,ex sh3,ex se3,ex sh4,ex se4,ex sh5,ex se5,ex sh6,ex se6,ex sh7,ex se7,ex sh8,ex se8,ex sh9,ex se9,ex sh10,ex se10,ex sh11,ex es11,ex sh12,ex se12,
5885,shyul’uxunum ,shhw-√yul’-exun-m,√yul’,N,NAT,C,slow whirlpool,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5886,sil’anum ,s-√yul’anum,√yul’anum,N,TI,A,year,ni' ch wulh kw'in sil'anum.,How old are you? (RP 3FEB81),ni' tsun wulh 'apun 'i' kw' nuts'a' sil'anum.,I am eleven years old. (RP 3FEB81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5887,yul’ew’ ,√yul’ew’,√yul’ew’,V,ACT,NA,"pass by, past",ni' tl'e' wulh yul'ew' kwthun' shhwuw'weli.,Your parents passed by again. (MJ Spring82),na'uth wulh 'apun kws yul'ews nuts'a'.,It is ten after one. (EW 290874),na'uth wulh lht'uqw' kws yul'ews yuse'lu.,It is half past two. (EW 29AUG74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5888,huy’luw’ ,√yul’ew’-PROG,√yul’ew’,V,ACT,NA,"passing by, going by",nilh lhwet kwthu swuy'qe' ni' yuhuy'luw' yushkw'usus.,Who was the man who went by with this face painted black? (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5889,yul’yuluw ,√yul’ew’-PL,√yul’ew’,ADJ,DES,C,"overdo, overripe",uwus ch yul'yuluwus lhu 'ukw's kwun's qwul'st.,Don’t overboil the orange chiton. (RP 80B),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5890,sil’wulhnet ,s-√yul’wulh-net,√yul’wulh,N,TI,A,Monday,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5891,syul’uw’a ,s-√yul’uw’a,√yul’uw’,N,HH,C,stack of blankets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5892,yutl’q’t ,√yutl’q’-t,√yutl’q’,V,ACT,NA,paint it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5893,shyetl’q’ul’s ,√yutl’q’-els-PROG,√yutl’q’,N,HC,C,brush: paintbrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5894,yumq’t ,√yumq’-t,√yumq’,V,CON,C,"rub him/her down (with something, such as cedar branches)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5895,yem’q’t ,√yumq’-t-PROG,√yumq’,V,CON,C,rubbing him/her down (with branches),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5896,yum’q’tum ,√yumq’-t-m,√yumq’,V,CON,D,scrub down ceremonially (with branches) PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5897,yum’yum’q’tum ,√yumq’-t-m-PL,√yumq’,V,CON,D,scrub down ceremonially (with branches) PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5898,yem’yum’q’tum’ ,√yumq’-t-m-PL-PROG,√yumq’,V,CON,D,scrubbing down ceremonially (with branches) PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5899,yum’yum’q’talum ,√yumq’-t-alum-PL,√yumq’,V,CON,D,scrub us down ceremonially (with branches) PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5900,yumq’thut ,√yumq’-that,√yumq’,V,CON,D,scrub oneself ceremonially with cedar or balsam (or sand),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5901,yem’q’um’ ,√yumq’-m-PROG,√yumq’,V,ACT,NA,rippling (from the movement of a fish as it swims upstream),wulh hwiwul tthu stseeltun shus yem'q'um' tthu sta'luw'.,"The fish are coming up river, that’s why the river is rippling. (RP 80BB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5902,yem’q’um’ ,√yumq’-m-PROG,√yumq’,V,ACT,NA,rippling (from a fish that is moving fast),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5903,hwyum’q’usum ,hw-√yumq’-as-m,√yumq’,V,CON,D,scrub your face ceremonially (with branches),ni' tsetum 'uw' ne'mus hwyum'q'usum 'u kw' xpey'.,He was told to go and scrub his face with cedar boughs. (RP 15DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5904,hwyam’q’usum’ ,hw-√yumq’-as-m-PROG,√yumq’,V,CON,D,scrubbing one's face ceremonially (with branches),e'ut hwi' hwyam'q'usum' 'u tthu pqwutsun'.,He is rubbing sand on his face. (RP 15DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5905,yum’q’aythinum ,√yumq’-aythin-m,√yumq’,V,CON,D,scrub one's mouth ceremonially (with branches),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5906,yam’q’i’uthi’num’ ,√yumq’-aythin-m-PROG,√yumq’,V,CON,D,"scrubbing one's mouth ceremonially (with, for ex, branches)",e'ut hwi' yam'q'i'uthi'num' 'u tthu tth'uxtth'ux.,He is rubbing stinging nettles on his mouth. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5907,yum’q’a’qwt ,√yumq’-a’qw-t,√yumq’,V,CON,D,scrub someone's head ceremonially,yum'q'a'qwt ch 'uw' mukw' tthu stl'ul'iqulh.,Scrub all the children’s heads. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5908,yam’q’a’qwt ,√yumq’-a’qw-t-PROG,√yumq’,V,CON,D,scrubbing someone's head ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5909,yum’q’tsust ,√yumq’-tsus-t,√yumq’,V,CON,D,scrub someone's hands ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5910,yum’q’tsusnuhw ,√yumq’-tsus-nehw,√yumq’,V,CON,D,scrub someone's hands ceremonially (manage to),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5911,yem’q’tsusnuhw ,√yumq’-tsus-nehw-PROG,√yumq’,V,CON,D,scrubbing someone's hands ceremonially (managing to),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5912,yem’q’tsust ,√yumq’-tsus-t-PROG,√yumq’,V,CON,D,scrubbing someone's hands ceremonially,tth'uxtth'ux ts'u tthu ni' hwi' shyem'q'tsusts tthu qeq.,He is scrubbing the baby’s hand with stinging nettles. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5913,yum’q’tssels ,√yumq’-tsus-els,√yumq’,V,CON,D,scrub hands ceremonially,hwi' yum'q'tssels tseep tse' kwu'elh.,Now you guys are going to scrub hands. (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5914,yum’q’tssum ,√yumq’-tsus-m,√yumq’,V,CON,D,scrub one's hands ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5915,yum’q’tsselsstuhw ,√yumq’-tsus-els-stuhw,√yumq’,V,CON,D,scrub hands ceremonially: get someone to do the hand-scrubbing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5916,yum’q’utssumnamut ,√yumq’-tsus-m-namut,√yumq’,V,CON,D,scrub your hands ceremonially (get a chance to),yelh 'u un'sni' yumq'utssumnamut.,Did you finally get to scrub your hands? (TT and MJ MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5917,yem’q’utssum’ ,√yumq’-tsus-m-PROG,√yumq’,V,CON,D,scrubbing your hands ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5918,yem’q’utssul’s ,√yumq’-tsus-els-PROG,√yumq’,V,CON,D,scrubbing hands ceremonially,uwu nustl'i'us kws 'een'thus yem'q'utssul's.,"I don’t want to be the one to scrub hands. (RP 80C, CW AUG91)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5919,yem’q’utssum’na’mut ,√yumq’-tsus-m-namut-PROG,√yumq’,V,CON,D,scrubbing your hands ceremonially (managing to),ni' wulh yem'q'tssum'na'mut tthu qeq.,The baby has learned to scrub his hands. (RP 80C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5920,yum’q’tsustun ,√yumq’-tsus-tun,√yumq’,N,TO,C,scrubber: scrubber made of cedar or willow bark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5921,yum’q’a’luw’tsust ,√yumq’-a’luw’-tsus-t,√yumq’,V,CON,D,scrub someone's fingers ceremonially,nii ch hwi' yum'q'a'luw'tsust 'u tthu st'iqul'.,Did you rub his hands with mud? (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5922,yem’q’a’luw’tsust ,√yumq’-a’luw’-tsus-t-PROG,√yumq’,V,CON,D,scrubbing someone's fingers ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5923,yum’q’a’luw’tssum ,√yumq’-a’luw’-tsus-m,√yumq’,V,CON,D,scrub one's fingers ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5924,yem’q’a’luw’tssum’ ,√yumq’-a’luw’-tsus-m-PROG,√yumq’,V,CON,D,scrubbing one's fingers ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5925,yum’q’emutth’t ,√yumq’-emutth’-t,√yumq’,V,CON,D,"scrub it ceremonially (a new dancer's walking stick, a crippled child's cane, a teenage boy's spear pole)",yum'q'emutth't 'u tthu xpey'.,Rub it with cedar (bark). (CW AUG91),tuw' yum'q'emutth't ch 'u tthu sluwi'.,Rub it with inner cedar bark.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5926,yem’q’umutth’t ,√yumq’-emutth’-t-PROG,√yumq’,V,CON,D,"scrubbing it ceremonially (walking stick, cane, spear pole)",ii ch 'i'elh yem'q'umutth't 'u tthu sluwi.,Are you rubbing it with inner cedar bark again? (CW AUG91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5927,yum’q’emutth’ulhtstham’sh ,√yumq’-emutth’-lhts-t-sam’sh,√yumq’,V,CON,D,"scrub it for me (for ex, walking stick, cane, spear pole)",tth'ihwum' ch 'i' m'i ch yum'q'emutth'ulhtstham'sh 'u tth u sluwi'.,Please come and scrub it with cedar bark for me. (CW AUG91),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5928,hwyum’q’uw’i’tst ,hw-√yumq’-uw’i’ts-t,√yumq’,V,CON,D,scrub someone's back ceremonially,hwyum'q'uw'i'tst tthu shahwukw'um'.,Scrub the back of the person that is taking a bath. (RP 15DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5929,hwyem’q’uw’i’tst ,hw-√yumq’-uw’i’ts-t-PROG,√yumq’,V,CON,D,scrubbing someone's back ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5930,yum’q’uy’asum ,√yumq’-ias-m,√yumq’,V,CON,C,rub: rub against a tree (deer or elk rub their bodies or antlers against trees when shedding fur or antlers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5931,yim’q’uyasum’ ,√yumq’-ias-m-DUR,√yumq’,V,CON,D,scrubbing oneself on the belly ceremonially,e'ut 'i'elh yim'q'uy'asum' 'u tthu xpey'tsus.,He is rubbing himself with cedar branches. (RP 15DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5932,yum’q’inust ,√yumq’-inus-t,√yumq’,V,CON,D,scrub someone's chest ceremonially,yum'q'inust ch p'e' 'u kw' xpey'tsus.,Rub his chest with cedar boughs. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5933,yem’qun’ust ,√yumq’-inus-t-PROG,√yumq’,V,CON,D,scrubbing someone's chest ceremonially,uwu ch yem'qun'ustuhw 'u tthu tth'uxtth'ux.,Don’t rub him on the chest with stinging nettles. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5934,yumq’iwst ,√yumq’-iws-t,√yumq’,V,CON,D,"scrub down ceremonially the body of a new dancer (for ex, with cedar branches) before bathing in cold water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5935,yum’q’shut ,√yumq’-shen-t,√yumq’,V,CON,D,scrub someone's feet ceremonially,yum'q'shut yuw'en' tthun' qeq.,Scrub your baby’s feet first. (MJ Spring82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5936,yem’q’shut ,√yumq’-shen-t-PROG,√yumq’,V,CON,D,scrubbing someone's feet ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5937,yum’q’shunum ,√yumq’-shen-m,√yumq’,V,CON,D,scrub your feet ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5938,yem’q’she’num ,√yumq’-shen-m-PROG,√yumq’,V,CON,D,scrubbing your feet ceremonially,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5939,yemut’um ,√yumt’-m,√yumt’,V,ACT,NA,ripple (when shallow water ripples as it goes over a rock),iihw wulh hwiwul kw' stseelhtun na'ut wulh yemut'um tthu sta'luw'.,"There must be fish coming up, the river is rippling. (RP 80B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5940,yem’t’um’ ,√yumt’-m-PROG,√yumt’,V,ACT,NA,rippling (when shallow water ripples as it goes over a rock),yath 'uw' yem't'um' kwthu qa' ni' 'u kwthu tsaw'nulhp.,The (spring) water is always rippling at the cottonwood tree. (RP 80BB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5941,hwsyun’yun’ ,hws-√yun-PL,√yun,N,PE,C,"laugher, one who laughs easily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5942,yunyuntus ,√yun-t-us-PL,√yun,V,COM,C,laugh at,i yunyuntus.,He is laughing at them. (AG 110674),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5943,yun’yun’thatham’sh ,√yun-t-sam’sh-PL-PROG,√yun,V,COM,C,laughing at me PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5944,yunyuntum ,√yun-t-m-PL,√yun,V,COM,C,laugh at PASS,i yunyuntum.,He is being laughed at. (AG 110674),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5945,yunyunthelum ,√yun-t-sel-m-PL,√yun,V,COM,C,laugh at me PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5946,yunyuntalum ,√yun-t-alu-m-PL,√yun,V,COM,C,laugh at us PL (they laughed at us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5947,yun’yun’the’lum’ ,√yun-t-sel-m-PL-PROG,√yun,V,COM,C,laughing at me,i yun'yun'the'lum'.,I am being laughed at. (AG 110674),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5948,yun’yun’ta’lum’ ,√yun-t-alu-m-PL-PROG,√yun,V,COM,C,laughing at us (they are laughing at us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5949,yunum ,√yun-m,√yun,V,COM,A,laugh,ni' yunum.,He laughed. (AG 11JUN74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5950,ye’num’ ,√yun-m-PROG,√yun,V,COM,B,laughing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5951,yunyunum ,√yun-m-PL,√yun,V,COM,C,laugh (they laugh),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5952,huyinum ,√yun-m-PL,√yun,V,COM,C,laugh (they laugh),nii' huyinum 'elhtun kwsus wulh lumnuhwus tthunu shxaatth'ustun.,Did they laugh when they saw my pictures? (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5953,yun’ye’num’ ,√yun-m-PROG-PL,√yun,V,COM,C,laughing PL,yun'ye'num' tthu suw'aw'lus.,The boys are laughing. (RP 15DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5954,yun’yunum’ ,√yun-m-DUR,√yun,V,COM,C,laugh (from time to time),i yun'yunum'.,He is laughing (from time to time). (AG 11JUN74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5955,yen’yunum’ ,√yun-m-DUR-PL,√yun,V,COM,C,laughing (keep on),uweuhw ts'u yathuhw 'uw' yen'yunum'.,You are not supposed to laugh all the time. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5956,yiy’e’num’ ,√yun-m-DIM-PROG,√yun,V,COM,C,laughing DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5957,huliye’num’ ,√yun-m-DIM-PL-PROG,√yun,V,COM,C,laughing DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5958,hiiy’en’yunum’ ,√yun-m-DIM-PROG-PL,√yun,V,COM,C,laughing DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5959,hwyunumus ,hw-√yunum-as,√yunum,V,COM,A,smile,ni' hwyunumus.,He smiled. (AG 11JUN74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5960,hwya’num’us ,hw-√yunum-as-PROG,√yunum,V,COM,C,smiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5961,hwyun’ya’num’us ,hw-√yunum-as-PROG-PL,√yunum,V,COM,C,smiling PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5962,hwii’a’num’us ,hw-√yunum-as-DIM-PROG,√yunum,V,COM,C,smiling DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5963,hwyuli’ya’num’us ,hw-√yunum-as-DIM-PROG-PL,√yunum,V,COM,C,smiling DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5964,yunus ,√yunus,√yunus,N,BP,A,tooth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5965,yiy’nus ,√yunus-DIM,√yunus,N,BP,B,tooth DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5966,huyinus ,√yunus-PL,√yunus,N,BP,A,teeth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5967,yuq’ ,√yuq’,√yuq’,V,CON,C,"rub, scrape against",ni' yuq' 'u kwthu sts'ushtutsus suw' 'ix thu snuhwulh.,The car got scratched when it rubbed against a branch. (RP 30NOV82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5968,yuq’ut ,√yuq’-t,√yuq’,V,CON,C,sharpen; rub together,yuq'utus 'u tthu smeent thuytus st'e 'u kw' shuptun.,He sharpened it with a stone and fixed it until it was like a knife. (WS Eagle Story),yuq'utus tthu smeent yuq'talust-hwus tthu smeent hwun'-xut'u 'i' ni' wulh pihwum tthu huy'qw sus 'uw' thuytus tthu huy'qw.,"He started rubbing the rocks, rubbing them together and then they finally started to spark, a fire started and he fixed it. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5969,yuq’utum ,√yuq’-t-m,√yuq’,V,CON,C,rub together PASS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5970,yuq’els ,√yuq’-els,√yuq’,V,CON,C,sharpen (something),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5971,huy’q’ul’s ,√yuq’-els-PROG,√yuq’,V,CON,C,sharpening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5972,yuq’talustuhw ,√yuq’-tal-stuhw ,√yuq’,V,CON,C,sharpen knifes against each other; rub together,yuq'talustuhw tthun' shuptun.,Sharpen your knives against each other. (MJ Spring82),yuq'utus tthu smeent yuq'talust-hwus tthu smeent…,"He started rubbing the rocks, rubbing them together… (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5973,yuq’us ,√yuq’-as,√yuq’,V,CON,C,"sharpen, do some sharpening",ni' nem' yuq'us lhu Mary.,Mary went to do some sharpening. (RP 30NOV82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5974,shhwuy’q’us ,shhw-√yuq’-as-PROG,√yuq’,V,CON,C,sharpening stone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5975,yuq’ust ,√yuq’-as-t,√yuq’,V,CON,C,"file it, sharpen it on a stone",yuq'ust tthu shuptun.,Sharpen the knife. (RP 30NOV82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5976,yuq’ustewut ,√yuq’-as-t-ewut,√yuq’,V,CON,C,sharpen PASS,xut'u 'uw' yuq'ustewut kw' shuptun.,He was saying for the knife to be sharpened. (CA t'ut'um'),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
